Date,PGV
2020-08-10,1985218.3967
2020-08-11,1909602.4194
2020-08-12,2101642.8083
2020-08-13,1052085.4021
2020-08-14,3126606.3406
2020-08-15,494842.2408
2020-08-16,4551711.8386
2020-08-17,4984456.3476
2020-08-18,57325.2207
2020-08-20,0.2338
2020-08-21,375267414.8391
2020-08-22,70750.9478
2020-08-23,3843749.3651
2020-08-24,2078246.9664
2020-08-25,1650824.2156
2020-08-26,65199280.6995
2020-08-27,158264331.5757
2020-08-28,6758052.2538
2020-08-29,4293590.0750
2020-08-30,4442501.3588
2020-08-31,4368554.2350
2020-09-01,1535724.8716
2020-09-02,3746429.6261
2020-09-03,3272540.8096
2020-09-04,2908372.7998
2020-09-05,1071666.4858
2020-09-06,2704614.1541
2020-09-07,2755976.3661
2020-09-08,2527041.6050
2020-09-09,240220.8700
2020-09-10,2151849.7400
2020-09-11,2333048.8529
2020-09-12,2858764.6537
2020-09-13,3585298.3050
2020-09-14,4033639.9076
2020-09-15,4507624.4122
2020-09-16,4337524.7140
2020-09-17,1158176.3526
2020-09-18,1051682.7901
2020-09-22,18104.4241
2020-09-23,285247978.4532
2020-09-24,6817145.6544
2020-09-25,2781370.4212
2020-09-26,2920508.2129
2020-09-27,3066861.8923
2020-09-28,3250393.0840
2020-09-29,3394373.7087
2020-09-30,3400958.7048
2020-10-01,3264385.2819
2020-10-02,3008484.1381
2020-10-03,3225130.8281
2020-10-04,3540221.6524
2020-10-05,3275147.0008
2020-10-06,3184744.5322
2020-10-07,2983570.0531
2020-10-08,2610079.7841
2020-10-09,2470741.8701
2020-10-10,2388659.0573
2020-10-11,2559434.5356
2020-10-12,2845481.0604
2020-10-13,3375290.8268
2020-10-14,3468327.7362
2020-10-15,3517637.1672
2020-10-16,3458499.1644
2020-10-17,3436806.8025
2020-10-18,4739558.5197
2020-10-19,4662056.1354
2020-10-20,4461081.9036
2020-10-21,3660998.5768
2020-10-22,2897401.5827
2020-10-23,2290968.0173
2020-10-24,2130721.1993
2020-10-25,2111421.0952
2020-10-26,753359.6351
2020-10-27,2420462.9742
2020-10-28,2554425.9617
2020-10-29,2646175.8421
2020-10-30,9404.4591
2020-11-04,142.6436
2020-11-05,159002698.4306
2020-11-06,4241869.7009
2020-11-07,2831770.0247
2020-11-08,2369082.6959
2020-11-09,2160192.5595
2020-11-10,2132957.8864
2020-11-11,2886584.8690
2020-11-12,3262292.0821
2020-11-13,3600221.3282
2020-11-14,4151035.8598
2020-11-15,4819418.1185
2020-11-16,4997496.6302
2020-11-17,4761918.2006
2020-11-18,4454335.4326
2020-11-19,3843469.8653
2020-11-20,3052204.0801
2020-11-21,2298041.4934
2020-11-22,1614408.9879
2020-11-23,1285099.6928
2020-11-24,1706399.3436
2020-11-25,1962994.1124
2020-11-26,2421661.8179
2020-11-27,2688029.0509
2020-11-28,3161261.2670
2020-11-29,3503291.4426
2020-11-30,4068308.7818
2020-12-01,4001944.2711
2020-12-02,3993815.4824
2020-12-03,4101784.3409
2020-12-04,3785862.0482
2020-12-05,3519810.0500
2020-12-06,2988022.6449
2020-12-07,57046.9706
2020-12-08,1792172.0161
2020-12-09,1776158.3417
2020-12-10,2414561.4309
2020-12-11,2956453.3759
2020-12-12,3475492.2130
2020-12-13,4230402.8402
2020-12-14,4721030.2633
2020-12-15,4731543.7287
2020-12-16,4874022.6483
